song_name,name,song_id,cluster
Save Me,Embrace,0n3bL2faXH8uTKCz0HCB95,2
Lenny and Terence,Carter The Unstoppable Sex Machine,5GnkOk4KT1FLGDLrQSGpnk,1
It's the End of the Storm,The Exciters,3IM5a0okeE6S2mDNBigzAC,3
Don't Get Lost in Heaven,Gorillaz,4hjGZN8poACfjWCK3Og6vY,0
Wicked Game - Remastered,Chris Isaak,5l91KHr9uF8wdSdtRoZba8,0
That's All Right,"Arthur ""Big Boy"" Crudup",7qOFo8CJMGexuOkSOynx6b,4
I'm So Excited,The Pointer Sisters,2u8MGAiS2hBVE7GZzTZLQI,2
Run Like Hell - 2011 Remastered Version,Pink Floyd,72Uru9U7QJQKWhiCY7lkyO,2
"Welcome To The Pleasuredome - 7"" Mix",Frankie Goes To Hollywood,1LBafcbDWHj8AsfbpD6oty,2
It's Only Rock 'n' Roll (But I Like It) - Remastered,The Rolling Stones,4h385lRE0c4zR78GErkmT7,2
I Don't Wanna Go On With You Like That - Remastered,Elton John,2FDfN5ZjG7jFhXuPQ3jO5M,3
New York City Boy - US Radio Edit; 2003 Remaster,Pet Shop Boys,2GRmwhqEXIjEtkouHKkbaQ,3
Monsters and Angels,Voice Of The Beehive,4SLY61BWDF7uZ8RcuuPDaE,2
Monsters and Angels,Julian Mendelsohn,4SLY61BWDF7uZ8RcuuPDaE,2
Monsters and Angels,Mixed By: Julian Mendelsohn,4SLY61BWDF7uZ8RcuuPDaE,2
Ain't That Love,Ray Charles,7iqWZNpHBAK5jE6e9gPKj9,2
Common People,William Shatner,6pT57VywIGw8eyKB22Gq63,1
The Morning Papers,Prince,1Q52V3Lq3yxsYaeZrPdPJZ,3
This Land is Your Land,Woody Guthrie,7CNaYAdLyi86kofGafReiT,0
Waltz,Katie Gately,1VEJDYFjzIzi91n8XwM1ik,0
An Innocent Man,Billy Joel,1Gg14U26oq94uWcG7khccX,1
Barefootin',Robert Parker,0VwK5pLjwFPy8FSEC1htp9,2
Narayan,The Prodigy,3FINH3tGdSBtts7DP2hLSE,1
The Very Thought Of You,Nat King Cole,63tbczwYZv3Mctr064eQR4,0
Hit the Road Jack (feat. Ruby Turner),Jools Holland,6NRk9VuQjlwBH6AU6vAjX8,3
Hit the Road Jack (feat. Ruby Turner),José Feliciano,6NRk9VuQjlwBH6AU6vAjX8,3
Hit the Road Jack (feat. Ruby Turner),Ruby Turner,6NRk9VuQjlwBH6AU6vAjX8,3
Best of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,1
"World In My Eyes - 7"" Version",Depeche Mode,0NzM39olnbRludRpMt9D0Y,3
Goodbye Mr A - Radio Edit,The Hoosiers,54OdyjsCSAR6v3Oet8L8XP,2
Wrecking Ball,Emmylou Harris,7AhLSMrjWMULOB9UH7lI7p,0
Let It Be - Remastered,The Beatles,5V1AHQugSTASVez5ffJtFo,0
Can't Stand Losing You,The Police,4scS449npSaFolwj9b4RJD,3
That'll Do,Peter Gabriel,0AQWmvgqEDFEz4zewOx9RL,0
That'll Do,Paddy Moloney,0AQWmvgqEDFEz4zewOx9RL,0
That'll Do,The Black Dyke Mills Band,0AQWmvgqEDFEz4zewOx9RL,0
Suddenly,Anna Calvi,6Q0xH7YYcAmGw1jXJoIgzF,2
Whispering Your Name - Remastered,Alison Moyet,3imhU0OmlMyQr2spF8OCnr,0
Father Figure - Remastered,George Michael,6eL7t6s1AL4l982wfAU8pv,1
(Just Like) Starting Over - Remastered 2010,John Lennon,7tqQI7nmRAqX0g8bIYDXmF,2
Greenfields,The Brothers Four,7LAsDdinXejDwodvelVVTa,4
Spitfire,Public Service Broadcasting,2vRI17zbIpXatNS3IS1ktx,2
When I Grow Up (To Be A Man) - Remastered,The Beach Boys,21JolWeTvR7S0dGZ348vxq,2
Love You So Bad,Ezra Furman,5141H4ftZMaTJIuMOhJ5J3,0
sticks + stones,Nicola Roberts,2Nupcltis9x2hQYuEIOuD0,0
It's Getting Better,Cass Elliot,5i57kxwmEA5sKDNp7XdQHe,1
Love Me Two Times - New Stereo Mix,The Doors,2wxh20q3b6mKaCgJVYTzAY,3
Miracles - Radio Edit,Pet Shop Boys,1IRM7nZFVlY9c6SB6VPD6P,3
Grey Day,Madness,6TiWVjENajRqyrcYFBSVuD,3
Big Bad Handsome Man,Imelda May,2VaIkSpBt7BaWo5eNF7JcZ,2
Where's Captain Kirk?,SpizzEnergi,4wU9PCBwLiRoG4PfksIHjD,2
This Is the Sea - 2004 Remaster,The Waterboys,3hVK3oiGrYAixv3K6BI0Gd,1
Open Your Heart,Madonna,3kme5Qos8h04yrKxsgur79,2
Please Mr. Postman - Single Version / Mono,The Marvelettes,4A124XvQG7wrhbOLB0kkqL,1
Our God,Chris Tomlin,40lKptao1hxVqA7fd1OOGp,2
Estranged,Guns N' Roses,3s03nrUInN3NAVjQtmnS0O,2
Love Is a Catastrophe,Pet Shop Boys,5NYqFbjif9fAeQkm59m1CP,3
Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,3
Have A Cuppa Tea,The Kinks,5Dz2OeNk8HTZncOoFS9ASp,0
I Fought the Law - Single Version,The Bobby Fuller Four,6Um3XCAxl9YfFmAnGl93xc,2
Rossini: Guillaume Tell: Overture (Excerpt),Gioachino Rossini,2UHzjl3RQqf66OSA3COGZH,0
Rossini: Guillaume Tell: Overture (Excerpt),Philharmonia Orchestra,2UHzjl3RQqf66OSA3COGZH,0
Rossini: Guillaume Tell: Overture (Excerpt),Riccardo Muti,2UHzjl3RQqf66OSA3COGZH,0
Regret - 2015 Remaster,New Order,1UVll7jjUlqSGxCZ6uXVaD,2
Fools Gold - Remastered Edit,The Stone Roses,4PGMAUQjvNNSyEjf81EwTz,2
Good Old-Fashioned Lover Boy - Remastered 2011,Queen,1n7xFAY4xoPeqRvrkzAtsw,0
She Does It Right - 2006 Remaster,Dr. Feelgood,6Ii2IbnbiRnRlnCrbmgWYg,2
Heartache Avenue,The Maisonettes,4sUsKsKD56QEixq7wyeMHN,0
The Saturday Boy,Billy Bragg,2u19Ip8WLTlDNqo5iyd5yi,0
When Somebody Thinks You're Wonderful - Remastered,Fats Waller,5KsoOtIEasHGNXTyzF2bhf,0
Knockin' On Heaven's Door,Bob Dylan,0JlOwlHslZuwK97jySyZuc,2
Mr. Bojangles,Jerry Jeff Walker,51DLN9R1dIqkKnlRsz1kpg,0
Always Breaking My Heart,Belinda Carlisle,1SeHqk5FxfSLkAYLcE2HAr,1
Imitation Of Life,R.E.M.,4erCsCZbv5JKo8EiopevUh,2
King Of Pain,The Police,3aXOdCxwuoo15ogAWy8INZ,1
Standing In The Shadows Of Love,Four Tops,2sD2XkPogLt7keXttj7F9o,2
John Kettley (Is A Weatherman),A Tribe of Toffs,3CrOZb9ennNWpyFlXfh6ke,1
Green Green Grass,George Ezra,3rk4aJ0vAj3cFUIQEeASkT,2
Nature's Law,Embrace,6CNRyQJeOhchJjQVuZXitS,3
Airplane Food / Airplane Fast Food,Carter The Unstoppable Sex Machine,05elL5Zw1QOFspWa04aVvR,1
Food For Thought,Mattiel,0tziKRjOJw6y0wO7CWnnrn,2
Woman Is The Nigger Of The World - Remastered 2010,John Lennon,6uKsrF9ejNeVy0lZvOQFdp,2
The Motion Of Love,Gene Loves Jezebel,3kDNbgnKWe8rd7DL34tQwt,3
Love and Marriage,Frank Sinatra,106jgjvEiaarRUWReAfjOB,0
Babies,Pulp,1pUNeXXcmAJOyK6TiVL49n,1
Can't Deny My Love,Brandon Flowers,34TtIXVG9zaPhqa0zDa4pD,3
Dancin' Party,Chubby Checker,2CWHPSHL2Qw3qubRaGcfuP,1
Lay All Your Love On Me,ABBA,2245x0g1ft0HC7sf79zbYN,1
Caught By the Fuzz,Supergrass,0iAcyO7WLhnC7WOTOpjGv1,2
Disposable Teens,Marilyn Manson,07YoPdPfhQ62iNztZvOlDY,2
The Mariner's Revenge Song,The Decemberists,5eltlS3CM4xGNkL6VhpTDm,3
Cantus - Song Of The Spirit,Karl Jenkins,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,Adiemus,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,London Philharmonic Orchestra,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,Jody K. Jenkins,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,Pamela Thorby,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,Miriam Stockley,4hGA3pq7nxT2M12hXKO8kA,0
Cantus - Song Of The Spirit,Mary Carewe,4hGA3pq7nxT2M12hXKO8kA,0
We Are the One,The Avengers,6o16JFxoLZbrKCdlkC36e0,3
Love Or Something,Bob Geldof,3OHQPOB1uV1BgfqiRavw9F,2
I'm Beginning to See the Light,Duke Ellington,055AGi8HIYSCiMO95k7yrz,4
I'm Beginning to See the Light,Joya Sherrill,055AGi8HIYSCiMO95k7yrz,4
She's A Rainbow - Mono Edit Version / Without Intro,The Rolling Stones,09PMUe1vmDwamYHRylbUfg,2
We Are the Dead - 2016 Remaster,David Bowie,20jwmVY9TLNj9Yl8VbKuCh,0
Stop And Stare,OneRepublic,4vEUJR9W3IknzgbtBaZRUS,1
Sunshine On a Rainy Day - Edit,Zoë,6sWKSJu4CjhQbX7jnihNSM,2
Black Sabbath,Black Sabbath,1Q4fsiP6yMYbBv0eH6aj1d,1
The Sound Of The Suburbs,The Members,39r8Wbm7fVJqXqcieenQ59,2
If The Kids Are United,Sham 69,7D4yOkBDXM9BVnEidQnqu0,1
Oh Happy Day - Live,Spiritualized,6rKMYOWznwHedtfURjt6Vl,1
Cognoscenti vs Intelligentsia,Cuban Boys,2bIjNaRFuWmfpi2pCdc1ue,1
One-Sided Love Affair,Elvis Presley,7noWm4lKCBIiQThaIX5oEK,2
Fistful Of Love,Antony and the Johnsons,6ajgCBCtC9NcVTTBBFyZrO,4
All The Things She Said,Simple Minds,2UGCyjSz65GtNCyVEG6zDj,2
Underground,David Bowie,7aWKoiVtoKemrmehUGYH0i,1
The Crying Game,Dave Berry,0rxMG3T1manS03wmXFYUtZ,0
Another Saturday Night,Sam Cooke,5z8DiKSG4EwxmO6gUi12rZ,2
Short Change Hero,The Heavy,7qxDU2QyH24KHW0OSGotVw,3
Shangri-La - Mono Mix,The Kinks,7hnN6OQSquje86scA0I66f,2
Look What You Made Me Do,Taylor Swift,5troof8mcGO3AafoDbk1gc,3
"Tritsch Tratsch - Galopp Polka, Op. 214",Orchestra of the Viennese Volksoper & Alfred Scholz,0ZBaCs564287BHNp95OpRC,0
"Believe In Me - 12"" Mix",Utah Saints,4BMTU8Ce4xaG1DqQEoy1k0,1
Americanos,Holly Johnson,7diaHj3u3n5xTEKPHviskl,2
Watch Your Step,Elvis Costello & The Attractions,4zXGt2W0aY6CnQdRbs9gw8,1
Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen),Tom Waits,71vyz1pfzmj1MQvJYOsPlb,0
Everyday I Write The Book,Elvis Costello & The Attractions,1P9523tBg56NRc78lX2i4l,3
My Baby Likes to Boogaloo,Don Gardner,5ZASLVDMUWdAIk1bsv8xBh,1
Blue Hotel - Remastered,Chris Isaak,1ZWRftKlf5bFBhsUUulMgE,3
Eye of the Tiger,Survivor,2KH16WveTQWT6KOG9Rg6e2,3
Invisible - Single Version,Alison Moyet,170Xk9uyoGQKoJcRgE0jZk,1
Just When You're Thinkin' Things Over,The Charlatans,4uAEc6rGmE5g06WJqHhNdS,2
Where Are We Now?,David Bowie,6GrDJu7q8VAxbKdUlYzezT,1
Dy-Na-Mi-Tee,Ms. Dynamite,3cCjEDTIWSNr5stzGhiRWI,3
These Foolish Things (Remind Me Of You),Nat King Cole,7EizYZzw8hTQQ6twxOvfWl,0
Mississippi Mud,Bing Crosby,4Lfe5GPoamvcAUBkNXqdhN,0
Mississippi Mud,Paul Whiteman Dance Band,4Lfe5GPoamvcAUBkNXqdhN,0
On Our Wedding Day,Lloyd Price,7sDajr1JWok9vb6Jqeo72j,0
Mysterious Ways,U2,50JK22El2PTIzZBU2liLDI,2
Guess Things Happen That Way - 1988 Version,Johnny Cash,5LWqdxG1EgCkJY19fffmK1,2
Soul Time - Single Version,Shirley Ellis,3im4hrqpF3MW0uTtwuNHxZ,1
Kiss This,The Struts,3Zm5SMUA3JH98Aty7Zc0xr,2
The Wrong Band,Tori Amos,3ao2aEzV3yfXZjm3r45blo,4
Life To Fix - Radio Edit,The Record Company,7nUBKIFijTXrZuq0k2nsgZ,2
One Day In Your Life,Michael Jackson,77fMGCDb1e3KEd060YEpyS,0
The Staircase (Mystery),Siouxsie and the Banshees,32LtMFDY4Nw3lwauzQPifw,1
Love Love,Take That,7nvAS4z4samdB8s7ru7vQr,2
36D - Short Version,The Beautiful South,5LHoWia3oLavEArRvLFlL0,2
Yesterday Once More,Carpenters,3sfzhC95BFvuBSClgy9coK,0
D.W. Washburn - 1968 Stereo Mix,The Monkees,0OgYEwK4WfEdc0PvcuyBhN,0
One Horse Town,The Thrills,2xImt2sQzj1IsAtKRXZzmN,1
Until It Sleeps,Metallica,2Iv4HSoMX2fDeXFcOJWyWX,3
I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,2
What Time Is Love?,Williams Fairey Brass Band,5GAvrFCLJW2VAGUX2XGP3N,4
"Dancing The Night Away - 7"" Version",The Motors,6PsKQfSgYFf7XpnahlYQzW,2
Doctor Jeep - 2018 Remaster,Sisters of Mercy,3PGDY79ILyxwBsjNmEiFAh,2
Maneater,Nelly Furtado,4wH4dJgrsxONID6KS2tDQM,2
Feel the Need in Me,The Detroit Emeralds,0FPqnI3RXpWaBYD66q5ozl,3
Big Bad John,Jimmy Dean,61uAY9xdzYiIbYJ07XvKso,0
"Battling The Bottle (Fighting The Flab, At War With The World)",Jim Bob,7vDI1yfGxYbBt07ZEQEGPc,3
Love's The Greatest Instrument,Thea Gilmore,4Whq5xqw7RLH5YjCYoHeGA,1
After All - 2015 Remaster,David Bowie,2ro1F3DDXLlj1P80xYki4K,4
Jealous Guy - Remastered 2010,John Lennon,3D9iV6cYkYJRAPFO6DRKIE,4
Strummin',Chas & Dave,64TJkvSCbWy8xqooJ8oLv7,1
Let My Baby Ride,R.L. Burnside,7tokOMPzSHbLJVZh8an2Nq,2
The Clapping Song (Clap Pat Clap Slap) - Single Version,Shirley Ellis,2lhhcmzgaabTpMMPYf6ya2,2
Kiss Me (1985),Stephen Duffy,7s0CqOvyKGkyPLl6N2Bg9I,1
Home - Remastered 2011,Public Image Ltd.,75NQNov3ad1fyFiqNqHGaU,3
Behind the Wheel,Depeche Mode,5ZO4gjA1fMk0cD4EFkPSYT,3
Mad Dog God Dam,Elastica,7C5f5nB2TVuXQn26LD9giK,1
Sunny Road,Emilíana Torrini,5dcfP0DYH5SDeizgbHZop6,4
My Old Piano,Diana Ross,6zgiyR2F0knSKJcjZ5z0ED,3
Racist Friend - Edit,The Specials,32aH95bhvmdjFT7HZwQ4Bz,2
I'm Waiting For The Day - Mono,The Beach Boys,2Bjic7K9fTNS8pYuMXq8Va,0
Joshua,Ralph Flanagan,7aFKjMIpmqhb3sCbgOZo8E,4
Footsteps Following Me,Frances Nero,2KPdBlOrNnl2P0UMR2BakO,2
Is You Is or Is You Ain't My Baby,Louis Jordan & His Tympany Five,430Bb5xZfsQuZpNMx2ynyk,4
Can-Can From Orpheus In The Underworld,Jacques Offenbach,6kyiWsforDWCq1VBCm4BNZ,0
Can-Can From Orpheus In The Underworld,Royal Philharmonic Orchestra,6kyiWsforDWCq1VBCm4BNZ,0
Can-Can From Orpheus In The Underworld,Philip Ellis,6kyiWsforDWCq1VBCm4BNZ,0
Pallas Athena - 2003 Remaster,David Bowie,7hkGjlS7ab8ILRuinVsl57,2
Blue Savannah,Erasure,6orKBZ00gLdzEv8o1RWTCQ,1
Fallin',Connie Francis,3ZDcQjE8kM4Sj4a2Svgktp,3
Lazybones,Paul Robeson,6Kebih3hnE66hGHl1EVuUy,0
Hello - Remastered,Oasis,0REAdphJWWu0IFq5bOfybj,3
Autobahn - Single Edit,Kraftwerk,64iiGQ0MKQCWqRZGIwMJ0G,1
The First Cut Is the Deepest,P.P. Arnold,1Ab90efd9DHndi8DTUAe8N,0
"Oh, Pretty Woman",Roy Orbison,48i055G1OT5KxGGftwFxWy,2
"Money, Money, Money",ABBA,29FNeqjOV2kPWGS55qhtGB,3
Get the Party Started,P!nk,02jcEwywffn3Tsb48fXmlW,3
Jackie Wilson Said (I'm In Heaven When You Smile),Dexys Midnight Runners,72kcttu77oA5G01o9WMWZL,1
Jackie Wilson Said (I'm In Heaven When You Smile),Kevin Rowland,72kcttu77oA5G01o9WMWZL,1
Unintended,Muse,6kyxQuFD38mo4S3urD2Wkw,4
Hyperactive!,Thomas Dolby,0xuWD2fiePVonFgx7GRClW,1
The Ballad Of John And Yoko - Remastered,The Beatles,1PbPTNIrGvO1MTXIAzrr39,1
Shine a Little Love,Electric Light Orchestra,5X6HkkTe8mUwkHo3Lccr6E,2
Pretend Best Friend,Terrorvision,2uSiotm5zBKcXRWYhvlJtd,3
The Great Dominions,The Teardrop Explodes,6DWCwgtF1EOyoFbK8R1cuX,0
Dimples,John Lee Hooker,0zVx5Ao0pMlrZti8WVsbOx,0
Night Of The Living Baseheads,Public Enemy,6BxnzjGSfepdGDxJXmhhPU,2
This Old Skin,The Beautiful South,1zXCns35DzeoVLHyGFGqmo,1
Pedestrian at Best,Courtney Barnett,7uoQRNx100em2FLLxnqym0,2
Save the Last Dance for Me,The Drifters,391TUcoPonqYykPkSZ5Z9U,0
Ghosts,The Presets,0Q40MMjMXHPxLGfylep5a5,1
Volcano,Damien Rice,0ksC7In0ixceusxlDtQHLO,0
Deeply Dippy,Right Said Fred,5eEN39Y1JePQHkLEzOJePx,0
The Message,The Cornshed Sisters,4utu3rzhZSWmxRuSUcleVl,1
Never Can Say Goodbye,The Communards,6A48JrV1QyIbmd5cZglvRl,2
Face To Face,Siouxsie and the Banshees,6ZBTpWf4yH6lZNalJNdhNt,2
Do Nothing,The Specials,7rvMAUudt7Ra7io9IFDd9X,3
Barrel of a Gun,Depeche Mode,2xU2QWzGunslGXtJbmYbeE,1
Jet Boy Jet Girl,Elton Motello,29iwiYD3KVWBKxe31nGjEL,2
The Taking of Peckham 123,Carter The Unstoppable Sex Machine,5iblBkazNq4lQbcMYSRpen,3
Send in the Clowns,Judy Collins,3evTbfCtMxbUwTQIn7QOcG,0
She's In Parties,Bauhaus,0DtjLSIbyAZP81hsWN5dOq,3
"One Bourbon, One Scotch, One Beer",John Lee Hooker,2dp14VWbIxOVNmaWKkVB1r,2
11 Past The Hour,Imelda May,7rkVRAitrk2iCszIT2ewj8,4
Black And White Rag,Winifred Atwell,3aP0hGWdMrEPq38XB5mKGy,2
I'm Mad,Willie Mabon,6Jy6AteUPZExhv2dXD3Vlk,2
One Vision - Single Version,Queen,4Z4c5kIxq6QYa2nQdGopwW,1
I Feel So Bad,Chuck Willis,5DrVtXu2Yb2f82lM4StoQm,0
Bigmouth Strikes Again - 2011 Remaster,The Smiths,2OErSh4oVVAUll0vHxdr6p,3
Paris 1919,John Cale,5Zpy2HR2vYLjlTQVd81DLH,0
Sexy Sadie - Remastered,The Beatles,6h6T33dxAMoeJpWB66FAxg,1
She,The Monkees,33gpH6M10smcgSDUYescVD,3
Sugar Coated Iceberg,The Lightning Seeds,40ZZzfhyPI1TDuaJOL4JUX,2
Queenie Eye,Paul McCartney,1Hp4Ee9PGjB1YFWJs87PIe,2
"You Can't Stop The Beat (""Hairspray"")",Nikki Blonsky,4ZXdVls5fh3TumPtpE0v35,2
"You Can't Stop The Beat (""Hairspray"")",Zac Efron,4ZXdVls5fh3TumPtpE0v35,2
"You Can't Stop The Beat (""Hairspray"")",Amanda Bynes,4ZXdVls5fh3TumPtpE0v35,2
"You Can't Stop The Beat (""Hairspray"")",Elijah Kelley,4ZXdVls5fh3TumPtpE0v35,2
"You Can't Stop The Beat (""Hairspray"")",John Travolta,4ZXdVls5fh3TumPtpE0v35,2
"You Can't Stop The Beat (""Hairspray"")",Queen Latifah,4ZXdVls5fh3TumPtpE0v35,2
Sunday Morning People - Honey Cone,Honey Cone,0EMZo3IZpznIR5yVxZ8rZq,3
The Hearts Filthy Lesson,David Bowie,3cEhKEi1L86vFObrip0KDX,3
Horsell Common and the Heat Ray,Jeff Wayne,0iyNY6LZqalSKnzjs4v5IX,1
Horsell Common and the Heat Ray,Richard Burton,0iyNY6LZqalSKnzjs4v5IX,1
I Blame the Government,Carter The Unstoppable Sex Machine,1mamc6qhfueQD1Lo2eFLsb,0
Making Plans For Nigel,XTC,1XT5kxg6Tk0ukCO2vBQN4v,2
Le Nozze Di Figaro : Overture,Wolfgang Amadeus Mozart,1vjmuZ6Avr9H4tNoD74FXL,0
Le Nozze Di Figaro : Overture,S. Soundiva Orchestra,1vjmuZ6Avr9H4tNoD74FXL,0
Razzamatazz,Pulp,2FG2T9q4chMeIxmy7O7jyj,3
Made of Stone - Remastered 2009,The Stone Roses,0bZelokqNQicLQfLU1Ayw8,2
Open Your Heart,Hyde & Beast,0zJglQjkbH4AeMTcS0f3F4,0
Country Girl,Primal Scream,2k1ITEDrXY9QHHvyC5APqo,3
Mother and Child Reunion,Paul Simon,5vZ1BKMSLgrxxPYGMR904n,2
Poison,The Prodigy,6UiDSIFkHMOhW8QxbccGb9,3
Here It Comes (The Road) Let's Go,Spiritualized,48n0tHc4WP1pR7pHak1r1Q,0
Where The Heart Is - Single Version,Soft Cell,405IuYX6Qlb0wJAM3YdJN1,0
Little Latin Lupe Lu,The Righteous Brothers,7ABgzKBAYs3K5d5f8cHnVR,2
Every Now And Then,Noisettes,2wK9wlYdlIho72WYjqzZ85,3
House,Patrick Wolf,0loby7qREgNRFLqjNT7bJI,2
The Lebanon,The Human League,5d4ZCmvSLvjMOSdIKkCyQ5,3
Sing The Changes,The Fireman,70MKPm6N90gCVPDgyfvKdU,2
Lovely Head,Goldfrapp,2YxXBLWd39JelHf6LhxZ2o,4
Promised Land - Single Version,Chuck Berry,6CLbrF2cpBT6lEHqTL5iDr,1
Lonely - UK Radio Edit,Akon,3EmUlsiwwkwG1fKlZo8qd7,3
Get the Message - 2013 Remaster,Electronic,4UtG2YGIpQIR9QFDXxJQFr,2
Boops (Here To Go),Sly & Robbie,2dt4KcsLNC4LWX3RS6oCk9,3
He Ain't Heavy He's My Brother,The Hollies,6f5sSC3ORfpUMYtE4J06VW,0
I'm Sorry,Hothouse Flowers,0runpVPAvSvRpmCK5qL7FO,0
Writing On The Wall,Hazel O'Connor,5N59dt5nQY2ZBeZ3CCZqwv,1
Ac-Cent-Tchu-Ate The Positive,Johnny Mercer,7nFIsRhhyB1RcCBaKD4LTT,0
Ac-Cent-Tchu-Ate The Positive,The Pied Pipers,7nFIsRhhyB1RcCBaKD4LTT,0
Ac-Cent-Tchu-Ate The Positive,Paul Weston And His Orchestra,7nFIsRhhyB1RcCBaKD4LTT,0
Can't Help Falling in Love,Elvis Presley,264A7BIyuZUxtCKG4wokXX,0
Bedsitter,Soft Cell,0QVMp9Pd4bLVPGfYvFOilt,2
They Won't Go When I Go,Stevie Wonder,1lIOMibFPfFYlJnjQaZluo,4
In Your Eyes,Edwyn Collins,22ohiiiUvtiEC1rWsYeCSW,1
Fait Accompli,Curve,2mSaim2gy4fbyjIWXyfIiw,3
At The Hop,Danny & The Juniors,6vkuJbGjyjnSQReeaCh8wT,2
Hole In My Shoe,Traffic,631AQDVTn4ZJRBFDeFMlZ4,2
Change - Radio Edit,Tears For Fears,5HCuY3NFMDVhdRPjGCoIAK,3
The Tracks Of My Tears - Single Version / Mono,Smokey Robinson & The Miracles,03uYIIUyvxk5kiCSltOTcZ,0
Under My Thumb,The Rolling Stones,1hl3sferZ4p9dbh92K6UWN,2
Three Cool Cats - 2007 Remaster; Remastered,The Coasters,7gfC71Sub9ePbUXrVHKf5s,4
Guilty Conscience - Radio Version,Eminem,48dnzYTt8z03FNvblPWa6C,3
Guilty Conscience - Radio Version,Dr. Dre,48dnzYTt8z03FNvblPWa6C,3
Dylan Thomas,Better Oblivion Community Center,6x14wL9HvABR2Rix8N88EH,1
Dylan Thomas,Phoebe Bridgers,6x14wL9HvABR2Rix8N88EH,1
Dylan Thomas,Conor Oberst,6x14wL9HvABR2Rix8N88EH,1
Glory of Love,Big Bill Broonzy,1Bqxrcrx2q1nrHDn4aWTV4,0
Greenback Dollar,The Kingston Trio,0iSDA5x3Szznzb7JkM4dZN,0
"Good Times - 7"" Edit; 2018 Remaster",CHIC,1Ket3P7fn8XF7y3f15rUH8,3
19,Paul Hardcastle,5fVFdkU5U6ULjXgwm5q89Q,2
So Cold the Night,The Communards,2tQTbSFTzvA4cdg8CVobNO,1
Dan Abnormal - 2012 Remaster,Blur,58QZKuGB6afgjrEjQCUW21,1
Bitch,Meredith Brooks,3i6qNxyVgIdUZTTi5m25EM,2
Otherwise,Morcheeba,0NTSwjegwCGXjm5zMX12VW,3
Sunny,Boney M.,35tmG3zB8vJ41J5chuXIhK,3
Bad Love,Eric Clapton,2LxUVIA86AjulMdEDQT8DX,2
You're Getting To Be A Habit With Me - Remastered 1998,Frank Sinatra,4q6vMqwAOt3qog2i97lNIC,4
Secret Heart,Feist,7JVd7kn6A62mGzlr03iNTE,0
My Very Good Friend the Milkman - Remastered,Fats Waller,7HfZy0j0oBYdxSwck3UoTK,0
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,2DZ0asZUifcas2aTEi3SrZ,2
Where's Your Head At,Basement Jaxx,25ys1lEf3z6lvkDEE5mG0R,1
Liberty Song - Remastered Version,Levellers,65bNeQnjWiUMen77rp3mo4,2
Widor : Toccata in F major,Charles-Marie Widor,6r5BTdf4QekEiGYNgkSrv1,0
Widor : Toccata in F major,Kalevi Kiviniemi,6r5BTdf4QekEiGYNgkSrv1,0
Sleeping Pills,Suede,3fEg8psqdMLn4pPuiwHEUL,0
The State of Massachusetts,Dropkick Murphys,2XjUCQdBm6AzlDSLCKj7V6,2
Get A Life,Soul II Soul,5HRaxiZNh5CDACzSSYleHx,3
Keep the Customer Satisfied,Simon & Garfunkel,6JaScv6jWrjgeoti0t9Z6E,2
Over and Done With,The Proclaimers,6cdVptYJt7MtMCMOtCWyOl,0
Roadrunner,The Modern Lovers,5E5HYgxGMp3BPakHGfKfIB,1
September,"Earth, Wind & Fire",06rPFgQsKS607RhYIqCmGq,2
God Is a DJ,Faithless,1pUFYb9peWkK8m1WCKNRjp,3
"Don't Cry For Me Argentina - From ""Evita""",Andrew Lloyd Webber,4FixaPTOnRWWEfA1BDk00n,0
"Don't Cry For Me Argentina - From ""Evita""",Tim Rice,4FixaPTOnRWWEfA1BDk00n,0
"Don't Cry For Me Argentina - From ""Evita""",Julie Covington,4FixaPTOnRWWEfA1BDk00n,0
"Don't Cry For Me Argentina - From ""Evita""",Anthony Bowles,4FixaPTOnRWWEfA1BDk00n,0
"Don't Cry For Me Argentina - From ""Evita""",London Philharmonic Orchestra,4FixaPTOnRWWEfA1BDk00n,0
Love Epidemic,The Trammps,7Cng1rAFgKnuBqp12kzYqx,3
Ride Your Pony,Betty Harris,3M0nozpvaNSj5WOF5JeW45,3
Don’t Delete The Kisses,Wolf Alice,1LomCMl5wD3MPVlC6smUHe,2
I Am the Beat,The Look,5IAzAYns4c9dscawmQMW0x,1
You've Got a Lot to Answer For,Catatonia,2wJsBUeTd0rNA8CkC1V54O,2
Glittering Prize - Remastered 2001 / Edit,Simple Minds,5pzRxg8djNgQ3LIWWmEdM1,1
Boys from the County Hell,The Pogues,5rjkL3TSzZTCDUA1SqWB6U,2
